key,11,13
2162810,征龍像,為稱頌初代蒼天之龍騎士——征龍將哈爾德拉斯而建造的巨大石像，是由女雕刻家佩瑟勒耗費晚年30餘年的時間製造而成的傑作。其藝術技巧和歷史價值之高，直到其建成後150餘年的今天，依然無出其右。
2162811,黑鐵大橋,作為連結皇都和暮衛塔的補給通路，由澤梅爾家建造而成的石吊橋。橋身以即使被龍族的吐息所灼燒也不會斷裂的黑鐵鎖鏈為材料，因此而得名「黑鐵大橋」。
2162812,龍涎,傳說是因為龍族所噴吐的灼熱吐息而形成的溫泉。在寒冷化逐漸加劇的如今，純天然溫泉已是十分稀少，所以常有野生生物為取暖而來到這裡。此外，該溫泉的療效也受到了騎兵們的青睞。
2162813,板岩連峰,此地由於可以採集到優質的黏板岩，故而得名「板岩連峰」。3年前，計劃在此地築起砲台陣地的澤梅爾家騎兵團與意圖阻止的毒龍庫耶列布希曾在此地展開過一場壯烈的激鬥。
2162814,寬慰河,據當地獵人的說法，為了祭奠成為龍族犧牲品的野獸們，才將這條河命名為「寬慰之河」。而異端者們卻主張說這裡是用來撫慰曾經人類與龍族的訣別的場所。
2162815,自由腦窟穴,由通稱「離群一族」的少數派骨頜族所建立的小型集落。「自由腦」指的即是精神沒有連結在一起的骨頜族。他們與精神互相連接的「同心一族」不同，個體之間有著各自的個性。
2162816,悄聲小道,古代道路的遺址，由於年久失修，過去由石材鋪設而成的道路半數已經化為了沙地路。由於踩在沙地路上發出的沙沙聲會驚動獵物，尾羽集落的獵人們才將此地命名為「悄聲小道」。
2162817,龍人路,通往不潔三塔的大道。過去曾被叫做「德拉·艾拉」，在龍族的語言中意為「龍與人的街道」，代表著人類與龍族的共同繁榮。而在兩種族已然決裂的現如今，這個名稱已經失去了意義。
2162818,無名的龍雕像,靜靜聳立於翻雲霧海一角的石像。建造該石像的原委和經過至今不明，只有一行以古伊修加德文字寫在其基部的銘文仍然隱約可見：「紀念雄壯的蒼藍之翼」。
2162819,人王遺跡,邪龍尼德霍格被人類所背叛，在狂怒之下造成巨大破壞的遺跡。居住於雲海的莫古力族認為這裡是「地上人類之王」居住過的遺址，至於是真是假就不得而知了。
2162820,最高大的樹,莫古力族認為這棵古樹是翻雲霧海所有樹木的「父親」。據推測，其樹齡至少超過1000年，早在人類與龍族的爭鬥開始前就一直守護著這片雲海了。
2162821,寒風島,位於尊杜集落西北方的小型浮島，瓦努族講述傳說的人稱其為「乘雲起風之島」。在過去人類和瓦努族有交流的時候，薔薇騎兵團的騎兵根據瓦努族的叫法，將該島命名為「寒風島」。
2162822,破碎脊骨,受到北方強烈季節風的侵蝕作用而形成的外形奇特的浮島。由於看上去像是怪物的骨骼一般令人毛骨悚然，因此在伊修加德騎兵之間都稱呼此島為「破碎的脊骨」。
2162823,起源島,薔薇騎兵團的騎兵瑪麗埃勒在前往雲頂營地赴任時，在飛空艇甲板上從上空發現的一座心形浮島。她懷抱著「希望這裡能成為『戀人間愛的起源之地』」的想法，將該島命名為「起源島」。
2162824,沙利亞克大瀑布,沙利亞克河流向北方的奧恩原生林途中形成的宏偉瀑布。過去在學生之間曾經非常流行一種「極限游近大瀑布」的試膽比賽，但很快就因過於危險而被明令禁止了。
2162825,碩學之路,通往迦巴勒幻想圖書館的巨大石橋。受到第七靈災時發生的地殼變動影響而坍塌，現在已是殘垣斷壁。而在過去，曾有眾多司書、學生以及研究者通過這座橋往來於圖書館。
2162826,小刀石柱群,像小刀般尖銳的石柱林立的石柱群。起初由於地名過於直白，在薩雷安的學士之間引起了激烈的爭論。結果由於提案像當地的石柱數量一樣多，最終也沒能改名。
2162827,水晶增殖爐,旨在利用三鬪神的能力，將合成生物的生命能量結晶化，從而增殖水晶的幻之永久機關。這裡曾經進行過用生產出的水晶進而培養合成生物，通過循環來獲得無限力量的研究。
2162828,生體培養局,亞拉戈帝國魔科學部旗下的合成生物培養設施。該設施接收魔科學研究所等各地研究機關的各種「獨創性的委託」，培養各種各樣的實驗生物。與作為其附屬設施的人工誘變所相鄰接。
2162829,古代大教堂,南方大陸「美拉西迪亞」風格的古代大教堂。似乎是南方大陸的樹狀種族為了祭祀三鬪神之一的魔神薩菲洛特而建造的。亞拉戈人為了研究信仰和蠻神之間的關聯，而將該教堂遷移了過來。
2162830,威羅迪納基地,加雷馬帝國設在威羅迪納大橋上的物資中轉基地，位於威羅迪納河之上。連接著軍事設施眾多的山區與封鎖了艾歐澤亞的巴埃薩長城。中央那座巨大的塔是飛空艇的系留塔。
2162831,幻我園,約300年前由拉爾戈星導教高僧海伊馬特開拓的僧園。「幻我」這個詞由古代瑪哈語而來，意思是「自己的幻景」，這就表示了這裡是直面自己的幻影從而磨鍊身心的地方。
2162832,開宗堂,很久很久以前，一個想要接近破壞神拉爾戈的男子開始了用拳頭擊打岩石山的修行，幾十年後，他終於將岩山石擊出了一個大洞。這位無名修練者就是星導教的第一位武僧，而這裡也被後人當成了教義的開創之地，並建造了這個祠堂。
2162833,帝國東方堡,加雷馬帝國建立的據點。原本是巴埃薩長城的建設據點，在第七靈災後蓋烏斯再次侵略艾歐澤亞的時候，被提升為了擴建後的帝國堡。現在位於雙蛇黨的管轄之下。
2162834,昏暗林,位於東境混交林南部的大片陰暗的森林。在提蒙河流淌而來的河水與各處湧出的地下水的影響下，森林中常年瀰漫著濕漉漉的霧氣。因此，無論白天還是夜晚都十分昏暗。
2162835,天母寢宮,阿難陀族建築的泥城。據說地下有供奉美神吉祥天女的地下神殿，因此人們才會將這裡命名為阿難陀語的「天母寢宮」。現在則被主流派的伽黎亞派佔據著。
2162836,對等石,梅氏的逐日之民們居住的村落。為了能夠將獵物和入侵者盡收眼底，他們將村落建在了可以展望整個地盤的岩石山之上。在帝國的支配下，獵戶們逐漸被視為野蠻者，處境十分艱辛。
2162837,藏淚丘,悼念死者的地方。背後有飛流直下的瀑布，隆隆的聲音響徹雲霄，可以掩蓋哭聲；飛濺的水珠迎面撲來，可以隱藏淚水。但是在帝國長年的支配下，宗教活動全部被禁止，人們甚至無法自由地祭奠死者。
2162838,寒爐村,佇立在基拉巴尼亞山區深山之處的貧寒村落。因為土地貧瘠收成不好，自古以來靠年輕人外出當傭兵賺錢勉強維持生計。也是阿拉米格的猛牛——勞班·阿爾丁出生的故鄉。
2162839,紐恩克雷夫的方舟,在大洪水襲擊艾歐澤亞的第六靈災發生時，北洋出身的紐恩克雷夫為了拯救人們建造了這隻方舟。它救起了一個個遭遇海嘯漂浮在海上的人們後，整條船都被魔法傳送走了，最終漂到了這個地方。
2162840,阿拉加納,位於基拉巴尼亞山區北部的村落。過去因採礦業而繁榮一時，連裝飾阿拉米格王宮的美麗石材都是由這個村落的鑿石匠鑿下來的。然而，現在卻面對著產業衰退的危機。
2162841,御制監望塔,加雷馬帝國軍的巨大監視塔。主塔是為了監視其行省基拉巴尼亞而最先建造的，之後又加入了為了再次侵略艾歐澤亞而增建的通訊塔以及為了啟動究極神兵而增建的能量塔。
2162842,贖罪之腕,只要修身養性，就可以贖清罪孽。在拉爾戈星導教的這則教義下，人們建造了這個地方來讓犯罪者贖罪。據說只要在這間寺院進行七年的嚴酷修行，無論犯過多麼深重的罪都會得到破壞神的寬恕。
2162843,赤紅神塔,在第六靈災末期至第六星曆初期建造的遺跡。據說是由來自無限城與瑪哈，這兩個過去曾經對立的魔法城邦的魔法師們為了平息靈災造成的混亂氣候而建造的，類似於地脈鎮石的建築。
2162844,啟程迴廊,據說很久以前，在拉爾戈星導教的總部結束了修行的武僧在這條迴廊進行了啟程的儀式。當時包括星導寺的參拜者在內，有很多人造訪這裡，曾經熱鬧一時。但在廢王泰奧德里克的命令下，現在早已被燒成了一片廢墟。
2162845,要塞城邦阿拉米格,第六星曆1135年，統一了基拉巴尼亞地區的霸王安茲海爾姆為了迎擊從伊爾薩巴德大陸流入的勢力而建造的要塞城邦。在加雷馬帝國的統治之下，行省總督府被設定在了這裡，這也是帝國支配的象徵。
2162846,阿拉米格人居住區,要塞城邦阿拉米格南部的居住區。為了配合人口的增長而最新擴建的區域，因此距離王宮十分遙遠，從建立起就被當成了苦力街。在帝國的統治下，似乎已經變成了沒有市民權的人居住的地方。
2162847,望雲塔,為了監視雲海而設定在城邦與北洲伊爾薩巴德大陸之間的塔。一旦發現入侵者，就會從塔的頂層放出帶火的箭，通知城邦有危險。但是，在帝國的支配下卻從來沒有使用過。
2162848,聖禮拜台,為了參拜矗立在鹽湖的破壞神拉爾戈像而設的禮拜台。只要登上最頂層，就可以在破壞神面前獻上祈禱。在廢王泰奧德里克的統治下，也是一個被當作刑場使用的惡名昭彰的地方。
2162849,地下水路,為了將鹽湖的水引入阿拉米格城市內而開闢的水路。人們將在這裡取到的鹽水蒸餾成淡水後加以飲用。因為帝國安設了魔導式水道的緣故，現在幾乎沒有人再來這裡了。
2162850,天營門,是帝國白山堡的正門（天營門），正確地說是正門的一部分。在帝國侵略之前，這裡是通往阿拉米格的主幹道的關口，前往近東地區的商隊絡繹不絕。
2162851,赤誠組營房前,維護黃金港治安的組織——赤誠組的營房前。在正對廣場的茶屋裡能看到不當班的赤誠組成員。另外，抬頭望去還能看到宏偉的黃金閣天守，因此這裡也是一個著名的景點。
2162852,望海樓,以眺望大海的溫泉——「望海泉」為招牌的黃金港溫泉旅館。遠東之國的公共浴池大多是男女混浴，任何人都可以裸身進入。可是在有著眾多異國人的黃金港泡溫泉時，則需要穿上類似泳衣的衣服。
2162853,小金街,在遍地生財的商業港口「黃金港」中象徵著賺取零錢的商店街。這裡聚集著各種各樣的店鋪，從出售由異國商船運來的進口貨的店鋪到將遠東之國的特產出售給異國商人的店鋪應有盡有。另外，劇場「無地鼓座」也是這裡的名產之一。
2162854,小金街後巷,小金街的後巷。這裡可以看到東方特有的拱型太鼓橋——黃昏橋，還可以將國立的造船廠——黃金船庫與建在其上的飛空艇搭乘點等堪稱黃金港名勝的地點一覽無餘。
2162855,潮風亭,黃金港最大的酒館。這裡不僅有當地的商人和港灣的勞動者，還有很多異國人。據說這裡的特產是從遠東之國的紫州運來的米酒與使用新鮮的海產烹飪的各種東方菜餚。
2162856,碧玉水,由碧甲甲人族建立的海底村落。甲人族雖然可以長時間屏氣，但畢竟不能像魚人族那樣用鰓呼吸。因此，他們在漫長的歷史中研究出了一種魔法性技術，可以將巨大的氣泡固定在水中。
2162857,沖之岩,漂浮在紅玉海上的小島之一。北側有著巨大的珊瑚群，還有佔領了紅玉海的海賊眾建立的據點。另外，據遠東之國的博物學者所說，這個島是由獄之蓋的噴石而形成的。
2162858,天之御柱,通天的巨大石塔。在流傳於東方地域的神話中，這裡是由孕育國土的神明建造的，但真相卻不得而知。歷史上雖然曾經是禁忌之地，但在戰亂期卻被不懼神明的海賊眾登陸，他們還在這裡建立了據點痙攣寨。
2162859,酒杯島,據說這個島是海賊眾最初舉杯結為兄弟的地方。對海賊眾來說，這是個堪稱發祥地的特別之地。即便是現在，他們還會在島上設定監視據點，監視來往於紅玉海的船隻。
2162860,絕鬼島,紅甲族的據點。因為這裡是居住著殺人惡鬼的島，所以紅甲族將其命名為「絕鬼島」，但不知從何時起，連甲人族都開始這樣稱呼這個島了。另外，這裡過去雖然是座島，但卻通過熔岩與大陸本土連接在一起，所以嚴格說來並不算島嶼。
2162861,漁村,位於奧薩德次大陸東岸的村落，村名意味著這個村子是靠漁業建立起來的。海賊眾過去曾在這裡設定了一個小屋，用來向渡過紅玉海的人們徵收保護費。
2162862,岩燕廟,用來供奉岩燕這位偉大武將的靈廟，是他讓戰火紛飛的延夏實現了統一。岸壁上的巨大石像是以岩燕為原型雕刻的。另外，他不僅是一名劍豪，還是一位著名的術士，據說創立多瑪式風水術的始祖就是他。
2162863,帝國河畔堡,25年前帝國軍用來當攻佔多瑪的前哨基地而設立的據點。在控制了多瑪之後也曾把這裡當成佔領統治的據點短時間利用過，但近年來，由於多瑪城的重建工程持續推進，中流部分已經被遺棄，這裡幾乎沒人再使用了。
2162864,茨菰村,位於延夏的玄水連山的山村。古語「茨菰」的意思是生長在水田等地的一種草，表示這個村子從很久以前就是個種稻的米倉。村民們一直在帝國的殘酷統治下保護著這片水田。
2162865,七彩溝,流淌著七色水的神奇泉眼。人們認為是因為這裡充滿了露出地面的優質水晶礦床，在屬性之力的作用下才形成了這麼美麗的景色。不過，也有傳說說這是由天女架起的彩虹之橋而來的。
2162866,多瑪城,支配延夏的多瑪國的城池。是為了管理既是物流大動脈又是周邊地區水源的無二江，而利用突出江面的石山而搭建的。在帝國的支配下，這裡被當成了行省的總督府，同時還擴展了軍事功能。
2162867,大龍月門,為了管理前往無二江的江船而建造的巨大水門。利用了天然的岩石山建造的大龍壁中央，鑲嵌著一道滿月型的門。帝國軍為了加強對河川的支配，在這裡增設了魔導結界發生器。
2162868,弓束官邸,管理著無二江中流城市的地方官的宅邸。地方官由代代侍奉多瑪國主一族的名門弓束家當家擔任。多瑪叛亂的時候這裡被燒成了廢墟，現在則成了鯰魚精們的棲息地。
2162869,喬爾艾恩石環,位於巴兒達木霸道附近的石柱群。石柱上刻著游牧民們的古老歌謠。另外，石柱看上去像是隨便分布的，但據說每當有風從這裡吹過，就會聽到類似於古老旋律的聲音。
2162870,朵塔兒水洲,游牧的暮暉之民朵塔兒部生活的地方。「水洲」意味著這裡是一個湧水之處，也是乾燥的月神沙漠中極為珍貴的綠洲。在南部的沙漠地帶旅行的時候，需要在這裡進行最後的補水。
2162871,暮暉王座,象徵著第一位敖龍族女性「暮暉之母」的巨大石像。意味著這裡是月神創造暮暉之母的地方。可是帶著沙塵的風不斷吹向這裡，使得石像漸漸風化，現在已經快要被埋入沙地之中了。
2162872,重逢集市,暮暉之民中的凱蘇提爾部建立的交易所。「重逢」這個名字象徵著分裂成了50多個部落的暮暉之民希望能夠在這唯一的地方重新變回一個部落的心願。現在已經有很多居住在草原的部落加入其中，還有異國的商人也會造訪。
2162873,恰佳遺骨堂,安置暮暉之民聖人恰佳的遺骨的地方，據說他曾經英勇對抗巨大的龍，從而保護了人們與家畜。在那達慕大戰中勝利的部落會在戰後來到這裡獻上供品，這個傳統儀式一直流傳至今。
2162874,晨曦王座,傳說中太陽神創造第一位敖龍族男性「晨曦之父」的聖地。經過了歷代的強大部落的統治與重建，現在太陽湖上已經建起了巨大的台座，還有一座聳入雲霄的巨大宮殿。
2162875,破壞神像,破壞與彗星之神拉爾戈的神像。是由星導教的僧侶與信徒們花費了數百年的時光，一點一點地雕鑿山岩建造而成的。因其過於巨大，相傳就連火燒星導寺的泰奧德里克王也拿它沒辦法。
2162876,血雨的訓誡,破壞神像腳下的石碑。上面刻有星導教高僧所留下的話：「七獄門開七天墮淚 血雨狂潮動蕩 破壞神拳所及之處 眾生皆留痕傷」。
2162877,呵欠洞,歐米茄和神龍的大戰所留下的痕跡。神龍如同呵欠一般張大嘴，放出的光芒在地面上留下了這個大洞，因此稱為呵欠洞。如果那道光的軌道再稍微偏一點的話，恐怕梅氏的村子就要不保了吧。
2162878,阿拉基利,基拉巴尼亞山區的驛站。位於從阿拉米格通往烏爾達哈與格里達尼亞兩個地區的交通要道，曾也是與東方進行陸路貿易的重要的中轉站。在帝國的統治下，則主要以駐紮在軍事據點內的兵將們為買家進行交易。
2162879,御制監望塔2,加雷馬帝國軍巨大的監視塔。名稱的含義為皇帝的監視塔。位於崇山峻嶺所環繞的山區的中央，不斷監視著帝國支配下的村落。對於阿拉米格的人民們來說，它就是壓迫與暴政的象徵。
2162880,沉沒的破壞神像,作為拉爾戈星導教被指定為阿拉米格國教的紀念而被供奉起來的破壞神石像。在阿拉米格最後的王泰奧德里克與星導教對立之時，它被直屬於王的近衛隊所破壞， 沉入到了鹽湖之中。
2162881,阿拉米格人居住區2,要塞城邦阿拉米格南部的居住區。在帝國的統治下，這裡被指定為沒有市民權的「安」階級的人們的居住區，根據對他們的「遊蕩民」這一蔑稱，這裡在當時被稱為遊蕩民居住區。而這一歧視性的稱呼，如今也成了過去。
2162882,瑞光像,以武邊瑞光為原型的銅像。他作為在黃金港所在的島嶼「紫州」南部建立末之國的武將而為人所熟知。只是，黃金港本身為幕府直轄領地，因此不屬於末之國。
2162883,樂座街,根據遠東之國幕府的特例，與商業有關的限制被大幅減緩的商業街。 從販賣各種商品的店鋪，到提供給國內外的商人與旅客的住宿設施和娛樂設施等等，一應俱全。
2162884,轉魂塔廣場,轉魂塔，即乙太之光所在的廣場。在遠東之國，這種設施自古以來都是由被稱為鬼師眾的神秘技術集團進行製造並保護管理的。因為這裡是交通樞紐，赤誠組的監視也很嚴格。
2162885,黃金船庫,由黃金港奉行所設立的造船廠。其目的並非是為了建造關船這類的大型船，而是以停泊在黃金港的船隻的修理與小型船隻的建造為主。因此，這裡的船工們很多也都精通外國船隻的構造。
2162886,紫水宮,靜靜的矗立於蒼玉海溝中的海底宮殿。由居住於紅玉海海底的翠水之民們建起，他們的統領紅玉公主則居住於其中。不只是外人，就算是翠水之民沒有特別許可的話也是禁止入內的。
2162887,奧薩德東岸,面向紅玉海的奧薩德次大陸東岸地區。歷來漁業繁盛，海岸線上散布著許多漁村。這裡風光明媚，因此也留下了許多詩詞。
2162888,痙攣寨,支配紅玉海的海賊眾們的根據地。由於畏懼被認為從神話時代起就聳立於此處的神秘巨塔「天之御柱」的緣故，這裡自古以來就被人當成禁忌之地。但是海賊眾們不懼於神，在此建立了據點。
2162889,高速魔導驅逐艇L-XXIII,沉沒於無二江水底的高速魔導驅逐艇的殘骸，艦籍編號中的「L」代表其所屬於第十二軍團，而「XXIII」則意味著它是第23號艦艇。它的任務曾是鎮壓多瑪叛亂，似乎是被守護延夏的妖狐所擊沉。
2162890,模兒衣樓,暮暉之民模兒部落的居留地。會隨著家畜所食用的草的變化而移動的模兒部，每個季節都會變換新的居留地。為此，他們的帳篷也都設計得十分便於移動。
2162891,莫艾石像,以人臉為原型的巨大石像。在世界各地都有同樣的石像存在，但它們的建造者，建造時間以及目的均不明。根據角的有無以及耳朵的位置，有人認為這些石像是出自人族之手，但也只是推測。
2162892,圓頂區,位於水晶都關口的區域，因圓頂建築鱗次櫛比，故得名圓頂區。黑鐵框架搭配結晶材料的建築設計應該會給到訪者留下深刻印象。
2162893,宇宙和音,水晶都最大的商業區域。雖然名字中的「宇宙」略顯誇張，但除了中庸工藝館的產品以外，這裡還陳列著交易商從安穆·艾蘭和珂露西亞島運來的各類商品，頗有一種包羅萬象的感覺。
2162894,博物陳列館,收集了殘存在諾弗蘭特的所有書籍的大書庫，與「三藝」中的「文法」對應。這裡的藏書種類繁多，不僅有歷史之類的學術書籍，還有簡單易懂的圖書。
2162895,狂喜圓塔群,水晶都北部的區域。圓柱形的各類建築物被賦予了居住區域、生產設施、防衛設施等職能。「狂喜」之名源自曾經的某個傳說：「在救世主降臨之時，已死之人將會重生，並感到無盡的狂喜。」起這個名字也是為了讓「光之泛濫」的難民能夠感到重獲新生。
2162896,聖林牧場,勇人族主導運營的牧場，從雞到陸行鳥，這裡飼養著各種家禽和家畜。「聖林」指的是「神聖森林中的窠巢」，源自傳說中的阿馬羅居住的理想鄉，現實中這裡也確實飼養著許多阿馬羅。
2162897,光榮門,通往游末邦的樹根層的主門。其厚重門扉的內外完全是兩個不同的世界。對於眾多貧民來說，通過這個門進入城內意味著無比的光榮，但光榮門就像它的名字一樣只為身具光榮的人敞開。
2162898,廢船街,位於游末邦基部的貧民區。因光之泛濫導致無法遠洋航海，所以遠洋船失去了用武之地，後來便被當作建材形成了這條街。其中有些建築是和船的一部分直接拼湊而成的。
2162899,游末邦軍總司令部,以強大著稱的游末邦軍的總司令部。原本設定在最上面的樹梢層，但沃斯里就任元首之後改變了政策，軍隊的意義淡化，於是總司令部被轉移到原本是監獄的這一層。
2162900,蜂箱夜總會,開設這個娛樂設施的主要目的是給在游末邦安穩生活的自由市民提供猶如蜜蜂蟄刺般的刺激。在這裡工作的人不論男女均被稱為蜜蜂，總管則擁有「女王蜂」的稱號。
2162901,喬布要塞,負責水晶都防衛的城塞群之一。這裡原本是雷克蘭德聯邦時代為騎士修道會建造的據點，後來曾被損毀，被修復之後便成為了現在的城寨群。如今破敗的光耀教會遺址，也只能讓人緬懷其往昔的風光。
2162902,拉迪斯卡瞭望塔,建造在雷克蘭德中央的瞭望塔。拉迪斯卡是一位士兵的名字，他曾經發現了食罪靈大軍飛來，因及時通知眾人避難而拯救了無數的生命。但據說他自己為了牽制敵人而留在塔中，最終戰死。
2162903,拉克汕城,曾經的雷克蘭德聯邦的王城。在「光之泛濫」爆發之前，一名叫做「影之王」的人物率領菁靈族的守舊派在這裡發動了政變。而令「影之王」喪命的最後一戰也發生在這裡。拉克汕是古菁靈語，雷克蘭德便是從這個詞發展而來。
2162904,奧斯塔爾嚴命城,化為廢墟的雷克蘭德聯邦的城塞。菁靈族的騎士奧斯塔爾面對迫近的食罪靈大軍，為了保護百姓，嚴令部下一步都不許退，奮戰到底。如今的名字就是基於這個故事而得名的。
2162905,責罰監獄,雷克蘭德聯邦時代建立的監獄遺跡。位於懸崖下的廢墟，曾經是在獄中工作的獄卒們居住的場所，據說當時被稱作鐵鎖街。在化為廢墟的如今，這「鐵鎖」也早已變成「鏽鎖」了。
2162906,陰沉鄉,始源湖湖畔的漁村。用橋把雜草島、磚土島、疙瘩島、波浪島這四個島連接而成。因為村中有許多板著臉的漁夫，所以自虐式地起了一個奇怪的村名。
2162907,碎貝海岸,名字來源於這片海岸上總是有很多破碎的貝殼，滯潮村的村民都認為十分貼切。過去有很多捕魚人都會在這裡活動，不過如今治安混亂，只剩下了野蠻的大哥布林到處遊蕩。
2162908,白油瀑布,位於沃茨河中段的瀑布，落差很大，令人過目難忘。由於流速恰到好處，水流從高處落下時不會飛散，而是能夠直線落到崖底。有一位著名詩人看到這條瀑布後，將沒有飛散的水形容為黏稠的油，於是這條瀑布就得到了這個新名字。
2162909,門前區,期盼移居游末邦的難民聚集在一起而自然形成的貧民區。儘管居住環境惡劣，但因為基本沒有遭到食罪靈襲擊的風險，並且還有免費糧食妙料的分發，因此人口依然在不斷增長。
2162910,工匠村,珂露西亞島南部的農村。這裡生活著一群拒絕免費妙料的農民，他們憑藉傳統的農耕方法維持生活，栽培的作物以大麥和各種蔬菜為主。不過大約一年前，獨行食罪靈突然襲擊了這裡，導致很多人不幸遇難。
2162911,大升降機,連接珂露西亞島高地和低地的巨大升降機。曾經是以代達羅斯公司的塔羅斯作為動力啟動升降機的，不過自從該公司撤出之後已經放置很久了。據說過去是與矮人族進行交易的要地。
2162912,圖姆拉村,分散在格魯格火山周圍的矮人族的集落之一，主要居民為圖爾家族的人。裡面的建築小巧玲瓏，十分符合矮人族的習慣，但在其他種族眼中大概就只是個街道模型吧。
2162913,侏儒煙囪,穿過矮人洞窟後出現的類似通風口的地方。在格魯格火山活動的影響下，這裡變成了定期噴出溫水的間歇泉。因為周圍會產生硫磺等物質，所以矮人族非常看重這裡。
2162914,紅店野營地,水晶都的商隊設定的阿馬羅搭乘點，在前往安穆·艾蘭做生意時可以起到中轉站的作用。為了方便保護收集起來的資材，他們利用了沙爾北城的遺址。
2162915,鼴靈集市,鼴靈族自古便在安穆·艾蘭生活，它們在這裡建設了一個貿易集市，陳列著從荒野各處收集來的物品。如果想獲得礦物和拿巴示艾蘭的遺物，來這裡購買是首選。
2162916,安穆馬利克新宮殿,安穆的意思是偉大，馬利克是拿巴示艾蘭男性君王的稱號。這裡曾經是拿巴示艾蘭的政治和軍事中樞，在成為阻止光之泛濫的基點時，半個宮殿都被光之波動吞噬瓦解了。
2162917,比朗大礦山,為了開發比朗山中的礦物資源，人們曾經運用塔羅斯進行過大規模的開採，豐富的礦藏也令這裡繁極一時。「比朗」是一位隆索族偉人的名字，和附近的迦利克村及凱爾克遺跡一樣，都是以故人的名字命名的地名。
2162918,絡尾聚落,拿巴示艾蘭聘請貓秘族的塔羅斯技師開設礦山鐵道時，也在這裡建設了一個據點作為工作人員的住處。之後這裡一直是礦工們的落腳地，不過隨著礦業的衰退，人口也在不斷減少。
2162919,凱爾克遺跡,隆索族的村落遺址。這裡好像在「光之泛濫」爆發之前就因人口遷移而變成了廢墟，也因此沒有被什麼大規模戰鬥波及，成了拾荒圈中發掘寶物的知名場所。
2162920,群花館,這裡原本孚布特王國下轄的一個小山村，在「光之泛濫」爆發後，原住民紛紛搬走，仙子族便趁機住了進來。這裡原本的主要產業是畜牧業，因此還留有飼養用的牲口棚，一些愛喝羊奶的仙子族便接過了飼養綿羊的工作。
2162921,篤學者莊園,某位異邦的賢人曾經借住過的房屋。這裡原本屬於一位孚布特王國的地方領主，裡面因為其個人興趣收藏了很多書籍和器材。雖然現在原主人已經不再居住，但好奇的妖靈們竟然沒有把那些收藏搞壞，說是奇蹟也不為過。
2162922,普拉恩尼茸洞,這裡是衛德·因克等曾經與孚布特王國共存的恩莫族們生活的洞窟。普拉恩尼指的是他們培養出來的大蘑菇，將其內部挖空後可以用來居住。
2162923,魚群鎮,原本是翠光城外圍的城鎮。在妖靈佔領伊爾美格這片地區之後，水妖族引來了大量的水造出了身鏡湖，也將整個城鎮都沉入到了水底，變成了如今的魚群鎮。
2162924,夢羽城,這裡曾經是孚布特王國的王城。也是化身為靈光衛的妖靈王緹坦妮雅被關押的場所。這個名字融合了妖靈語和孚布特語，給人一種十分夢幻的感覺。
2162925,聖法斯里克天庭,這裡的地名源自聖法斯里克，是一位光耀教會的聖人。他因為在這裡進行過苦行而為人熟知。但如今，這裡已變成了妖靈的國度伊爾美格，可能只有恩莫族還有人知道這個名稱的由來和含義了。
2162926,戈恩要塞,流入拉凱提卡大森林的「夜之民」構築的要塞遺址。因遭到食罪靈大軍的襲擊而發生了大規模火災，結果被焚燒殆盡。倖存的居民們似乎轉移到了蛇行枝居住。
2162927,水蛇寶卵,在大樹的支撐下漂浮於蛇水湖之上的巨大水晶塊。似乎在比隆卡帝國更早的遠古時代起就一直受到當地居民的供奉。根據當地的傳說，水晶塊內封印著偉大的「水蛇」。
2162928,朵瓦特里沉沒神殿,隆卡帝國用岩石建造的神殿之一。該帝國瓦解之後，雖然受到某神官一族的保護，但不知何時卻被湖水吞沒了。據傳隆卡皇帝的秘寶就沉眠其中，但真相至今依然是個謎。
2162929,洛查特爾大階梯,據傳是隆卡神話中登場的巨人洛查特爾創造的階梯狀瀑布。據某位歷史學者所說，洛查特爾即初期的塔羅斯，隆卡文明壯麗的岩石神殿或許也是他建造的。
2162930,法諾村,奉隆卡皇帝之命，這個村莊中的維斯族在幾千年來一直守護著拉凱提卡大森林的遺跡群。不過由於其他大多數村莊都因「光之泛濫」而毀滅，這個村莊很難單獨存續，前景令人擔憂。
2162931,四晨星,祭祀司掌隆卡大星座的四位神明的遺跡群。四位神明分別為火之神奧奇斯加托爾、水之女神伊奇絲洛克瓦、風之神奧奇斯恰爾以及土之女神伊奇絲安帕。法諾村的人自認為是隆卡的守護者，所以他們將這裡視作聖地。
2162932,鰭人潮池,構建於黑風海海底的鰭人族的集落。「潮池」指乾潮時留在海岸上的海水水窪。在「光之泛濫」爆發時，一些偶然待在陸地上的人倖免於難，他們把這裡作為臨時避難所，於是有了「鰭人潮池」這個名字。
2162933,奇人工作室,水晶都出身的某位天才工匠為遠離社會文明而用來隱居的工作室。雖然他本人將此處單純地稱為工作室，但是在海底設計工房這種想法本身就已經異於常人了。
2162934,陸人墓標,珊瑚叢生的洞窟。「陸人」是鰭人族對地上人類的稱呼。由於紅珊瑚看起來就像地上人類的血管，所以很多鰭人族都認為這裡沉睡著陸人的靈魂。但是生活在地上的人類直到近幾年才聽說這個名字的來歷。
2162935,尊紫洞,尊紫貝的棲息地。這種貝殼可以製作一種紫色的染料，而這種紫色被視為身份高貴。游末邦對紫色的偏好應該也是起源於此。
